article_id,citation,year,title,region,study_context,study_type,main_regeneration_frame,root_terms_present,seed_terms_present,root_term_count_rough,seed_term_count_rough,root_terms_location,seed_terms_location,root_treatment_score,seed_treatment_score,root_framing,seed_framing,root_evidence_type,seed_evidence_type,does_article_assume_suckering,does_article_distinguish_seed_vs_sucker,compares_seed_and_sucker,genetic_validation,physical_validation,main_claim_about_regeneration,important_quote_root,important_quote_seed,page_root,page_seed,relevance_to_thesis,notes
AB_0556,"Gordon A.M.; Mcbride R.A.; Fisken A.J. (1989). The effect of landfill leachate spraying on foliar nutrient concentrations and leaf transpiration in a Northern hardwood forest, Canada",1989,"The effect of landfill leachate spraying on foliar nutrient concentrations and leaf transpiration in a Northern hardwood forest, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0557,Mize C.W.; Lea R.V. (1979). The effect of the beech bark disease on the growth and survival of beech in northern hardwoods,1979,The effect of the beech bark disease on the growth and survival of beech in northern hardwoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0558,Latty E.F.; Canham C.D.; Marks P.L. (2004). The effects of land-use history on soil properties and nutrient dynamics in northern hardwood forests of the Adirondack Mountains,2004,The effects of land-use history on soil properties and nutrient dynamics in northern hardwood forests of the Adirondack Mountains,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0559,Burke D.J.; Hoke A.J.; Koch J. (2020). The emergence of beech leaf disease in Ohio: Probing the plant microbiome in search of the cause,2020,The emergence of beech leaf disease in Ohio: Probing the plant microbiome in search of the cause,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0560,Nathoo R.; Garant D.; Réale D.; Bergeron P. (2022). The Feast and the Famine: Spring Body Mass Variations and Life History Traits in a Pulse Resource Ecosystem,2022,The Feast and the Famine: Spring Body Mass Variations and Life History Traits in a Pulse Resource Ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0561,Whitney G.G. (1990). The history and status of the hemlock-hardwood forests of the Allegheny Plateau,1990,The history and status of the hemlock-hardwood forests of the Allegheny Plateau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0562,Long Z.T.; Pendergast IV T.H.; Carson W.P. (2007). The impact of deer on relationships between tree growth and mortality in an old-growth beech-maple forest,2007,The impact of deer on relationships between tree growth and mortality in an old-growth beech-maple forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0563,Breen D.B. (2015). The Influence of Agricultural Abandonment and the Abiotic Environment on the Vegetation Communities of a Suburban Deciduous Forest,2015,The Influence of Agricultural Abandonment and the Abiotic Environment on the Vegetation Communities of a Suburban Deciduous Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0564,Nation T.H. (2007). The influence of flowering dogwood (Cornus florida) on land snail diversity in a southern mixed hardwood forest,2007,The influence of flowering dogwood (Cornus florida) on land snail diversity in a southern mixed hardwood forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0565,Arii K.; Lechowicz M.J. (2002). The influence of overstory trees and abiotic factors on the sapling community in an old-growth Fagus-Acer forest,2002,The influence of overstory trees and abiotic factors on the sapling community in an old-growth Fagus-Acer forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0566,Frappier-Lecomte J.; Bergeron P.; Réale D.; Houle C.; Garant D. (2025). The influence of relatedness on parental reproductive success and offspring fitness in Eastern chipmunks breeding in fluctuating environments,2025,The influence of relatedness on parental reproductive success and offspring fitness in Eastern chipmunks breeding in fluctuating environments,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0567,"Christenson L.M.; Lovett G.M.; Weathers K.C.; Arthur M.A. (2009). The influence of tree species, nitrogen fertilization, and soil C to N ratio on gross soil nitrogen transformations",2009,"The influence of tree species, nitrogen fertilization, and soil C to N ratio on gross soil nitrogen transformations",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0568,Hossain S.M.; Olson M.G. (2023). The Lateral Growth of Branches into Small Canopy Gaps: Implications for Competition between Canopy Trees,2023,The Lateral Growth of Branches into Small Canopy Gaps: Implications for Competition between Canopy Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0569,Klemawesch S.J.; Buckley III C.E. (1984). The lectin reactivity and lectin-like activity of allergenic pollen extracts,1984,The lectin reactivity and lectin-like activity of allergenic pollen extracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0570,Cowell C.M.; Hoalst-Pullen N.; Jackson M.T. (2010). The limited role of canopy gaps in the successional dynamics of a mature mixed Quercus forest remnant,2010,The limited role of canopy gaps in the successional dynamics of a mature mixed Quercus forest remnant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0571,Simard H.; Bouchard A. (1996). The precolonial 19th century forest of the Upper St. Lawrence Region of Quebec: A record of its exploitation and transformation through notary deeds of wood sales,1996,The precolonial 19th century forest of the Upper St. Lawrence Region of Quebec: A record of its exploitation and transformation through notary deeds of wood sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0572,Collin A.; Ghotsa Mekontchou C.; Maheu A.; Nolet P.; Sotelo F.; Rivest D. (2025). The presence of American beech litter can alter the growth response of sugar maple seedlings to drought,2025,The presence of American beech litter can alter the growth response of sugar maple seedlings to drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0573,Morris W.F.; Wood D.M. (1989). The role of lupine in succession on Mount St. Helens: facilitation or inhibition,1989,The role of lupine in succession on Mount St. Helens: facilitation or inhibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0574,Gauthier S.; Gagnon D. (1990). The vegetation of the Laurentian foothills: an analysis of the community ecological gradients and successsional stage; [La vegetation des contreforts des Laurentides: une analyse des gradients ecologiques et du niveau successionnel des communautes],1990,The vegetation of the Laurentian foothills: an analysis of the community ecological gradients and successsional stage; [La vegetation des contreforts des Laurentides: une analyse des gradients ecologiques et du niveau successionnel des communautes],,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0575,Runkle J.R. (2013). Thirty-two years of change in an old-growth Ohio beech-maple forest,2013,Thirty-two years of change in an old-growth Ohio beech-maple forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0576,Galbraith S.L.; Martin W.H. (2005). Three decades of overstory and species change in a mixed mesophytic forest in eastern Kentucky,2005,Three decades of overstory and species change in a mixed mesophytic forest in eastern Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0577,Thornton F.C.; Schaedle M.; Raynal D.J. (1989). Tolerance of red oak and American and European beech seedlings to aluminum,1989,Tolerance of red oak and American and European beech seedlings to aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0578,Béland M.; Chicoine B. (2013). Tolerant hardwood natural regeneration 15 years after various silvicultural treatments on an industrial freehold of northwestern New Brunswick,2013,Tolerant hardwood natural regeneration 15 years after various silvicultural treatments on an industrial freehold of northwestern New Brunswick,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0579,Wheeler K.I.; Levia D.F.; Hudson J.E. (2017). Tracking senescence-induced patterns in leaf litter leachate using parallel factor analysis (PARAFAC) modeling and self-organizing maps,2017,Tracking senescence-induced patterns in leaf litter leachate using parallel factor analysis (PARAFAC) modeling and self-organizing maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0580,"Hanberry B.B. (2019). Trajectory from beech and oak forests to eastern broadleaf forests in Indiana, USA",2019,"Trajectory from beech and oak forests to eastern broadleaf forests in Indiana, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0581,Kahler H.A.; Anderson J.T. (2006). Tree cavity resources for dependent cavity-using wildlife in West Virginia Forests,2006,Tree cavity resources for dependent cavity-using wildlife in West Virginia Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0582,Turner G.D.; Ryan K.; Ricci W.; Mcmillin K.; Hertel G.D. (2020). Tree Composition and Size Structure Based on Nativity and Deer Resistance at an Urban Forest in Southeast Pennsylvania,2020,Tree Composition and Size Structure Based on Nativity and Deer Resistance at an Urban Forest in Southeast Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0583,Wason J.W.; Dovciak M. (2017). Tree demography suggests multiple directions and drivers for species range shifts in mountains of Northeastern United States,2017,Tree demography suggests multiple directions and drivers for species range shifts in mountains of Northeastern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0584,Batista W.B.; Platt W.J. (2003). Tree population responses to hurricane disturbance: Syndromes in a south-eastern USA old-growth forest,2003,Tree population responses to hurricane disturbance: Syndromes in a south-eastern USA old-growth forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0585,Elenitsky L.M.; Walters M.B.; Farinosi E.J. (2020). Tree regeneration structure following beech bark disease-motivated harvests: Factors associated with patterns and management implications,2020,Tree regeneration structure following beech bark disease-motivated harvests: Factors associated with patterns and management implications,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0586,Kobe R.K.; Likens G.E.; Eagar C. (2002). Tree seedling growth and mortality responses to manipulations of calcium and aluminum in a northern hardwood forest,2002,Tree seedling growth and mortality responses to manipulations of calcium and aluminum in a northern hardwood forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0587,"Loo J.A.; Beardmore T.L.; Simpson J.D.; McPhee D.A. (2007). Tree species of concern in New Brunswick, Canada. I. Current status and threats",2007,"Tree species of concern in New Brunswick, Canada. I. Current status and threats",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0588,"Loo J.A.; Beardmore T.L.; Simpson J.D.; McPhee D.A. (2007). Tree species of concern in New Brunswick, Canada. II. Guidelines for conservation of genetic resources",2007,"Tree species of concern in New Brunswick, Canada. II. Guidelines for conservation of genetic resources",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0589,Henry C.R.; Walters M.B. (2023). Tree species size class patterns portend compositional shifts and low resilience in managed northern hardwood forests,2023,Tree species size class patterns portend compositional shifts and low resilience in managed northern hardwood forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0590,Rice A.M.; Garrison-Johnston M.T.; Libenson A.J.; Yanai R.D. (2022). Tree variability limits the detection of nutrient treatment effects on sap flux density in a northern hardwood forest,2022,Tree variability limits the detection of nutrient treatment effects on sap flux density in a northern hardwood forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0591,Runkle J.R.; Yetter T.C. (1987). Treefalls revisited: gap dynamics in the southern Appalachians.,1987,Treefalls revisited: gap dynamics in the southern Appalachians.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0592,Black R.A.; Mack R.N. (1976). Tsuga canadensis in Ohio: Synecological and phytogeographical relationships,1976,Tsuga canadensis in Ohio: Synecological and phytogeographical relationships,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0593,Runkle J.R. (2005). Twenty-four years of change in an old Tsuga canadensis woods affected by beech bark disease,2005,Twenty-four years of change in an old Tsuga canadensis woods affected by beech bark disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0594,"Lowney C.A.; Graham B.D.; Spetich M.A.; Shifley S.R.; Saunders M.R.; Jenkins M.A. (2016). Two decades of compositional and structural change in deciduous old-growth forests of Indiana, USA",2016,"Two decades of compositional and structural change in deciduous old-growth forests of Indiana, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0595,Montoya L.; Haug I.; Bandala V. (2010). Two Lactarius species associated with a relict Fagus grandifolia var. Mexicana population in a Mexican montane cloud forest,2010,Two Lactarius species associated with a relict Fagus grandifolia var. Mexicana population in a Mexican montane cloud forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0596,Bandala V.M.; Montoya L.; Ramos A. (2016). Two new Lactarius species from a subtropical cloud forest in eastern Mexico,2016,Two new Lactarius species from a subtropical cloud forest in eastern Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0597,Beaudet M.; Messier C.; Leduc A. (2004). Understorey light profiles in temperate deciduous forests: Recovery process following selection cutting,2004,Understorey light profiles in temperate deciduous forests: Recovery process following selection cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0598,Wyckoff P.H.; Webb S.L. (1996). Understory influence of the invasive Norway maple (Acer platanoides),1996,Understory influence of the invasive Norway maple (Acer platanoides),,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0599,Wyckoff P.H.; Webb S.L. (1996). Understory influence of the invasive Norway maple (Acer platanoides),1996,Understory influence of the invasive Norway maple (Acer platanoides),,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0600,McGee G.G.; Leopold D.J.; Nyland R.D. (1995). Understory response to springtime prescribed fire in two New York transition oak forests,1995,Understory response to springtime prescribed fire in two New York transition oak forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0601,"Paffetti D.; Vettori C.; Caramelli D.; Vernesi C.; Lari M.; Paganelli A.; Paule L.; Giannini R. (2007). Unexpected presence of Fagus orientalis complex in Italy as inferred from 45,000-year-old DNA pollen samples from Venice lagoon",2007,"Unexpected presence of Fagus orientalis complex in Italy as inferred from 45,000-year-old DNA pollen samples from Venice lagoon",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0602,Vickery Z.A.; Castro H.F.; Dearth S.P.; Tague E.D.; Classen A.T.; Moore J.A.; Strickland M.S.; Campagna S.R. (2025). Untargeted Metabolomics Reveals Distinct Soil Metabolic Profiles Across Land Management Practices,2025,Untargeted Metabolomics Reveals Distinct Soil Metabolic Profiles Across Land Management Practices,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0603,Kantor C.; Demirel M.C.; Kantor M. (2025). Unveiling the threat of beech leaf disease: lessons from North America,2025,Unveiling the threat of beech leaf disease: lessons from North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0604,Koch J.L.; Carey D.W.; Mason M.E. (2010). Use of microsatellite markers in an American beech (Fagus grandifolia) population and paternity testing,2010,Use of microsatellite markers in an American beech (Fagus grandifolia) population and paternity testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0605,Zimmerman C.L.; Runkle J.R. (2010). Using ecological land units for conservation planning in a southwestern ohio watershed,2010,Using ecological land units for conservation planning in a southwestern ohio watershed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0606,Vadeboncoeur M.A.; Hamburg S.P.; Yanai R.D. (2007). Validation and refinement of allometric equations for roots of northern hardwoods,2007,Validation and refinement of allometric equations for roots of northern hardwoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0607,Briau F.; Garant D.; Réale D.; Tissier M.L.; Bergeron P. (2025). Variable Breeding Strategies in a Fluctuating Environment: A Feeding Experiment in Eastern Chipmunks,2025,Variable Breeding Strategies in a Fluctuating Environment: A Feeding Experiment in Eastern Chipmunks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0608,Beaudet M.; Messier C. (2002). Variation in canopy openness and light transmission following selection cutting in northern hardwood stands: An assessment based on hemispherical photographs,2002,Variation in canopy openness and light transmission following selection cutting in northern hardwood stands: An assessment based on hemispherical photographs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0609,Morris A.B.; Small R.L.; Cruzan M.B. (2004). Variation in frequency of clonal reproduction among populations of Fagus grandifolia Ehrh. in response to disturbance,2004,Variation in frequency of clonal reproduction among populations of Fagus grandifolia Ehrh. in response to disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0610,Twery M.J.; Patterson III W.A. (1984). Variations in beech bark disease and its effects on species composition and structure of northern hardwood stands in central New England.,1984,Variations in beech bark disease and its effects on species composition and structure of northern hardwood stands in central New England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
